vendor,price,cat1,cat2,cat3,title
greenjack,0.002512,Drugs,Cannabis,Weed,'Ice Cream 2g/Outdoor/AAA/Free Shipping'
harrispowell,0.013583,Drugs,Opiates,Heroin,'AFGHANISTAN #4 HEROIN HIGH QUALITY - 1 Gram'
bcdreamer,0.010762,Drugs,Cannabis,Weed,'14 gr. Blue Dream AAAA+ indoor'
md,0.006783,Other products,Cannabis growing,Seeds,'Blue Dream Seeds - [5 SEEDS] [FEMINIZED] [GIFT]'
coin2drugs,0.022202,Drugs,Cannabis,Weed,'25 gr. Jack Herer Grade A+++ Premium Weed'
md,0.036527,Drugs,Psychedelics,LSD,'LSD - Morning Star [125mcg] - 100 tabs'
hollanpetters,0.026122,Other products,Self-defence,Guns and ammo,'Hornady 22 Mag Ammo 30gr V-Max .22 wmr 2,000rds'
RROR
appleinc,0.00595,Drugs,Pharmacy,Benzos,'50 x 1mg Etizolam Pills Best Quality'
drugs-evil,0.13941,Drugs,Stimulants,Cocaine,' 25 gr COCAINE CRISTAL VERY STRONG 92% ORGINAIL TOP AAA+++'
RROR
supernova_supplies,0.00781,Drugs,Pharmacy,Benzos,'★PINK VOID★ 25x5mg ★ Xanax (Alprazolam)'
love2xlr8,0.002923,Drugs,Empathogens,MDMA,'MDMA Capsules (each contain at least 200mg pure MDMA) 8 x 200mg '
idealpills,0.086636,Drugs,Pharmacy,Sleep,'850x Ativan 2 MG Pills (Loose)'
wendy,0.001044,Other products,Digital items,Erotica,'Nextdoor-Models.com [PORN LIFETIME ACCOUNT]'
md,0.026091,Other products,Services,Money,'700$ PayPal Transfers for 250$ Bitcoin'
party-hits,0.020395,Drugs,Cannabis,Weed,'20 gr. Blueberry Weed indoor AAA+'
dutchmagicfe,0.020639,Drugs,Cannabis,Weed,'Bubblegum Kush 20g'
md,0.000103,Other products,Digital items,Identity data,'TEXAS DRIVER'S LICENSE PSD SCANS TEMPLATES'
europe,0.009235,,Other products,Digital items,'MegaPack of tutorials, guides, software, Items Final Version'
wendy,0.001044,Other products,Digital items,Other digital,'MrPOV ACCOUNT'
elpatron,0.004488,Drugs,Depressants,GHB / GBL,'GHB 25 ml'
md,0.00908,,Drugs,Psychedelics,'10 x 100mcg ALD-52 Blotters [FREE SHIPPING WORLDWIDE]'
holloboss,0.026167,Other products,Services,Money,'High Quality Dollar Notes 10X $100=1000'
idealpills,0.136217,Drugs,Pharmacy,Benzos,'1000x Xanax 2 MG Pills (Loose)'
theoriginaldragoncove,0.009081,Drugs,Stimulants,Cocaine,'High Grade Premium Quality Cocaine -1Gram'
appleinc,0.008037,,Drugs,Stimulants,'Modalert Modafinil 200mg - 50x'
appleinc,0.010438,,Drugs,Stimulants,'Modalert Modafinil 200mg - 100x'
dutchdrugsfrombb,0.025679,Drugs,Empathogens,Ecstasy,'XTC BLUE WARNERBROSS 250MG 100psc + 1gr free MDMA'
the-scurvy-crew,0.018801,Drugs,Cannabis,Hash,'!!!SALE!!!15G Hindu Kush (Indica) ~ FE PRICE ~'
quality-express,0.045437,Drugs,Cannabis,Weed,'50 Gr. Bubba Kush Indoor A+++ '
holloboss,0.026167,Other products,Services,Money,' Quality Dollar Notes 10* $100=1000'
egregore,0.006092,Drugs,Cannabis,Weed,'★ 5 g Amnesia Haze ★ TOP QUALITY ★ EU Fast Priority Shipping'
lobosuk,0.02975,Drugs,Cannabis,Weed,'56g of Amnesia Haze AAA High THC'
blue62,0.031389,Drugs,Stimulants,Metamphetamine,'1.5 GRAM --BLUE62 IMPORTED METH--14/09/17'
noogz,0.006797,Drugs,Empathogens,Ecstasy,'100x Rolls Royce Ecstasy mdma pill 200+ MG Not well pressed'
spectro-coin,0.025936,Drugs,Empathogens,Ecstasy,'50 x green &quot;ROCK N ROLL'' 220mg'
right3ous,0.004049,Drugs,Dissociatives,Ketamine,'Deschloroketamine (DCK) ♝ 1g'
doctordrug,0.003333,Drugs,Pharmacy,Erectile dysfunction,'Tadalafil 20mg x 20 tabs'
saiamii,0.002453,Drugs,Stimulants,Cocaine,'New Year Sale: 0.5g Cocaine Peruvian 93%'
hollanpetters,0.128214,Other products,Self-defence,Guns and ammo,'Brand New Poly tech legend Ak47. Check other Ak-47 with best pric'
thehappycrew,0.043257,Drugs,Cannabis,Weed,'45 gram HAPPY SPECIAL AAA+++ INDOOR INDICA'
sultanofdrugs,0.125441,Drugs,Stimulants,Metamphetamine,'20 g TOPSHELF Crystal Meth ICE 82,5% purity '
gommaroc1,0.008719,Drugs,Cannabis,Hash,'5g Extreme Gold ! Really nice and soft. High Quality ++++'
hollanpetters,0.052369,Other products,Self-defence,Guns and ammo,'21 12 Gauge - TRAP SKEET, FACTORY FACTORY LETTER, #3 ENGRAVED, KN'
lieferando,0.008978,Drugs,Cannabis,Hash,'10g Maroc Hash A+++ **Escrow** daily shipping from germany'
peters-garden,0.003463,Drugs,Stimulants,Metamphetamine,'0.25 gr CRYSTAL METH &quot;FIRE &amp; ICE&quot; DEX-METH PREMIUM'
dope-exchange,0.007949,Drugs,Psychedelics,LSD,'10 x XTC  Lego Man 265mg MDMA pills'
rautakoura,0.009233,Other products,Body building,Anabolic steroids,' Malay Tiger Tren Acetate 150mg/ml 10ml  '
cerberus,0.006927,Other products,Classifieds,Replicas,'Hermes Belt Black Leather Gold Buckle '
bestherbs,0.000645,Drugs,Stimulants,Amphetamine,'1g Speed Paste 70% Sample'
lawnmowerman,0.008037,Drugs,Cannabis,Weed,'1/4 ounce of Gorilla Glue #4 - Ship to USA'
wooody,0.001046,,Other products,Services,'MrPOV.com - [LIFETIME PORN PREMIUM ACCOUNT]'
amsterdaminc,0.390894,Drugs,Empathogens,MDMA,'Coca Cola MDMA 84%+, 1000 Grams FE '
hotline24,0.067302,Drugs,Empathogens,Ecstasy,'Custom listing'
dreamdoc,0.027089,Drugs,Empathogens,MDMA,' MDMA 6 GRAM (FE) *ON SALE* 210 promotional prices '
var462,0.000261,Other products,Digital items,Other digital,'Huge Crypter Package Over 70 Different Crypters'
ragstoriches1,0.02192,Drugs,Stimulants,Cocaine,'❤3.5g Cocaine ★ MotherPearl QUALITY ★ SALE 15% ❤'
bitcoiguy,0.030259,Other products,Services,Money,'new listing bfla'
appleinc,0.012526,Other products,Services,Money,'5 x $100 DOLLAR COUNTERFEIT, STRIP, PASS PEN TEST'
bodega,0.010206,Drugs,Cannabis,Concentrates,'14g - OG KUSH Shatter BHO - PRODUCED IN CALI '
cerberus,0.004671,,Other products,Body building,'CERBERUS PHARMA ANADROL 50MG X 50'
godsgarden,0.007289,,Drugs,Cannabis,'50 X Caps of Organic coconut oil Sativa extraction THC (10-11%) a'
suomipotenssi,0.012698,Drugs,Cannabis,Weed,'★ AK-48 ★ 5g.'
lsd-shop,0.01777,Drugs,Empathogens,Ecstasy,'100X ⓅⒾⓁⓁⓈ BUGATTIS'
bathramme,0.003581,,Drugs,Depressants,'Duloxetin / Dulsevis 60mg by KRKA/ 30 pieces'
harrispowell,0.026122,Drugs,Stimulants,Phenidates,'4C-PVP crystal for sale from factory CAS NO. 28117-76-2 50grams'
drugs-queen,0.008003,Drugs,Stimulants,Metamphetamine,'1 gr  Pure CRYSTAL METH AAA+'
drugs-love,0.058034,Drugs,Cannabis,Weed,'100 gr. of Critical Kush outdoor'
ganja-base,0.037667,Drugs,Empathogens,Ecstasy,'100 x yellow suns 275mg strong pills'
wooody,0.001042,,Other products,Services,'SPOTIFY.COM - [LIFETIME SPOTIFY PREMIUM ACCOUNT]'
drugs-evil,0.045179,Drugs,Stimulants,Cocaine,' 6 GR PERU/BOLIVIA COCAINE VERY STRONG 92%'
winfieldblueau,0.009254,Drugs,Psychedelics,LSD,'☞★10x 150ug Uk IMPORT LSD TABS 97%&lt;PURITY★☜'
theshop,0.000208,Other products,Digital items,Other digital,'♕ CANNABIS GUIDES PACK ♕'
hogstandard,0.04848,Drugs,Cannabis,Weed,'25 gram Blueberry'
myyntimiesmynttinen,0.000128,Drugs,Stimulants,Cocaine,'Herätys ja ilmoitus!'
dopedepot,0.009231,Drugs,Stimulants,Metamphetamine,'1 gr. DUTCH-IMPORTED PURE ICE SHARDS'
hollanpetters,0.125385,Other products,Self-defence,Guns and ammo,'CSC ARMS &quot;WARRIOR&quot; 1911 .45acp'
pillerikauppa,0.019349,Drugs,Pharmacy,ADHD,'*MEGA ALE* 10x Attentin 10mg (dexamfetamin)'
theoriginaldragoncove,0.212617,Drugs,Opiates,Heroin,'AFGHANISTAN  #4 HEROIN HIGH QUALITY  - 14 GRAMS'
a-team,0.00513,Drugs,Opiates,Tramadol,'Tramal 50mg/10kpl= 1 lätkä,(nopeavaikutteinen)'
chemicaibrothersau,0.216943,Drugs,Empathogens,MDMA,'28g (full oz) MDMA -HQ IMPORT CRYSTALS - VAC/MYLER'
dionysos,0.010132,Drugs,Stimulants,Cocaine,'1 g Coca'
gsussdrive,0.036215,,Drugs,Opiates,'Tilidin (Opioid) 200mg/16mg || 100 Tabletten || STADA '
charliechaplame,0.028178,Drugs,Cannabis,Weed,'28g Tahoe OG Kush '
youngamsterdam,0.04167,Drugs,Cannabis,Hash,'100gr Moroccan Hash'
ecannameds,0.005101,,Drugs,Cannabis,'• 2ML / OG KUSH Oil [RSO] / Vape Fluid  [FREE P&amp;P]'
captain_kirk,0.000103,Other products,Digital items,Ebooks,'1,001 Facts that Will Scare the Shit Out of You: The Ultimate Bat'
columbia_industries,0.009373,Drugs,Stimulants,Cocaine,'1g Cocaine 90% Purity HQ'
dutchdream,0.000524,,Other products,Digital items,'x-finity Account login'
dutchcandyshop,0.004488,Drugs,Dissociatives,Ketamine,'1 G KETAMINE ⓀⒺⓉⒶ S-ISO 99% AAA+ HIGHEST QUALITY'
noogz,0.019644,Drugs,Stimulants,Crack,'5g Crack'
zerthebest,0.016694,Drugs,Stimulants,Cocaine,'1.75 G Colombian Cocaine '
theshop,0.001043,Other products,Digital items,Erotica,'★ ♕ TheShop's MEGAPACK ♕ ★ '
citra-world,0.009036,Drugs,Stimulants,Cocaine,'2gram Synthetic Cocaine crystal'
balkanpharma,0.00516,Other products,Body building,Oral,'Clenbuterol 40 mg (60 tabs) - Balkan Pharma'
krit-a-coca,0.007575,Drugs,Stimulants,Cocaine,'1g of Krit-A-Coca Expert Cocaine 85% - 90% '
thehappycrew,0.025672,Drugs,Cannabis,Hash,'25 gram Polm / pollen Maroc AA+ '
noogz,0.010003,Drugs,Dissociatives,Ketamine,'5g High Quality S Ketamine (87%)'
amsterdaminc,0.023902,Drugs,Stimulants,Cocaine,'Cocaine 84%+, 4 Grams FE'
weed-420,0.001549,Drugs,Stimulants,Amphetamine,'1g ---&gt; *-* Lemon Amphetamin / Speed *-* &lt;---'
cristophercolumb,0.136098,Drugs,Empathogens,MDMA,'❤️ 20g MDMA Kristallia ★ ILMAISEKSI TOIMITUS ❤️'
chemicalstore,0.005408,Drugs,Stimulants,Cocaine,'0.5 gr. Pure fishscale Cocaine'
dreamdoc,0.068414,Other products,Services,Money,'Super Best Quality counterfeit Notes 100x$20= $2000 Promotion'
drugs-evil,0.005163,Drugs,Cannabis,Weed,'5 gram blue cheese weed indoor FREE SAMPLES'
holloboss,0.094265,Other products,Services,Money,'200 x 20 High Quality Counterfeit  Superbills $4000 '
port-royal,0.194814,Drugs,Cannabis,Weed,'1 pound greenhouse bruce banner or og kush'
jesperjesper,0.036641,Drugs,Empathogens,Ecstasy,'300 X Burger King XTC ( 230MG MDMA )'
ksanori,0.011937,Drugs,Pharmacy,Benzos,'Ksalol 1mg 3 levyä (3x15kpl)'
german-stuff,0.040644,Drugs,Empathogens,Ecstasy,'100 x Red Laugh Now, Cry Later 225MG XTC Pills'
donaldo,0.039128,Drugs,Opiates,Fentanyl,'10x Fentanyl Patch 100mcg / Mfg by Sandoz'
lsd-shop,0.156806,Drugs,Dissociatives,Ketamine,'100G ⓀⒺⓉⒶ S-ISO '
steroidwarehouse,0.011295,Other products,Body building,Other injectables,'Cut Stack  - 275 mg/ml/10 ml - Body Pharm'
escapeservice,0.019971,Drugs,Cannabis,Concentrates,'2g Amnesia - Live Resin ✪Totem Fire✪ AAAA+'
hank_scorpio,0.003525,Drugs,Empathogens,Ecstasy,'[PROMO] 5x RED DEFQON.1 [240~250MG DUTCH MDMA]'
dutchmagicfe,0.644981,Drugs,Cannabis,Weed,'White Widow 1KG'
cocacolafr,0.033433,Drugs,Stimulants,Cocaine,'3g Cocaine Colombian Pure 90%+'
captain_kirk,0.000103,Other products,Digital items,Ebooks,'Make 'Em Pay: Ultimate Revenge Techniques'
cerberus,0.000146,Other products,Services,n/a,'Tip Jar'
drugs-land,0.006712,Drugs,Psychedelics,LSD,'10 x 200ug Charlie Brown LSD Blotter '
ketosaurus,0.007437,Drugs,Stimulants,Amphetamine,'50g Speed Paste 73%'
medicsnl,0.058403,Drugs,Empathogens,Ecstasy,'250 x Yellow Minions 225MG'
var462,0.000209,Other products,Digital items,Other digital,'Hacking Guide From Being An Noob To Becoming An Professional Hack'
theshop,0.001042,Other products,Digital items,Other digital,'♕ [2017] CC to BTC Cashout 2.0 ♕'
europa-drugs,0.021412,Drugs,Cannabis,Weed,'25 gr. of TOP GRADE Jack Herer Weed AAA+ outdoor'
unipuu,0.00359,Drugs,Cannabis,Weed,'White Rhino 1g, luokka AAA'
mrgoodguys,0.003302,Drugs,Cannabis,Concentrates,'0.5g PHOENIX TEARS  aka Rick Simpson oil 39.99 FREE-SHIPPING'
hollanpetters,0.041895,Other products,Self-defence,Guns and ammo,'H&amp;K MODEL SP5K TACTICAL PISTOL IN 9 MM'
hollanpetters,0.052265,Other products,Self-defence,Guns and ammo,'Beretta 686 Silver Pigeon I 12ga 28&quot;'
pharmroids,0.003027,Other products,Body building,Testosterone,'Testosterone P | 5 x 1ml amp (100 mg/ml) - Balkan Pharmaceuticals'
captain_kirk,0.000103,Other products,Digital items,Other digital,'Cosplay Cafe 1-2 (Hentai Video)'
lawnmowerman,0.008037,Drugs,Cannabis,Weed,'1/4 ounce of Dream Lotus - Ship to USA'
eztkapdel,0.013287,Drugs,Pharmacy,Benzos,'100 x Roche Rivotril  2mg Clonazepam'
lidok1ng,0.006179,Drugs,Stimulants,Cocaine,'5g LIDOCAINE 99% Pure (Numbing Powder) - CHEAPEST IN AUS'
noogz,0.006798,Drugs,Cannabis,Weed,'10g Weed Albanien'
marksandspencer,0.008384,Drugs,Empathogens,Ecstasy,'20 x 200mg Ghost XTC pills '
thehappycrew,0.022463,Drugs,Cannabis,Weed,'CANNA COMBO DEAL 20 gram AAA+++ cannabis PICK YOUR STRAINS'
appleinc,0.013043,,Other products,Services,'10 x €50 Euro Counterfeit Notes (Very Good Quality)'
the-scurvy-crew,0.001179,Drugs,Cannabis,Hash,'0.5G Ketama Sputnik (Sativa) ~ FE PRICE ~'
deliveryclockwork,0.008978,Drugs,Stimulants,Cocaine,'[PROMO] 1g fishscale flakes 92%'
donaldo,0.020897,Drugs,Opiates,Buprenorphine,'10 x Subutex 8mg Buprenorphine Pill / 54 411 Roxanne'
galaxystore,0.082662,Drugs,Stimulants,Metamphetamine,'⌛5g Crystal Meth | ICE ☯ GalaxyStore  ☯ FINLAND ONLY ⌛'
yunus88,0.004489,Other products,Body building,Anabolic steroids,'***Methandienone 10mg - 100 Capsules***'
smart666tiger,0.015657,Other products,Services,Lotteries,'Fullz With Credit Report / Backround Report 750+ '
mr-digital,0.013043,Other products,Digital items,Other digital,'Huntington $1000-$5000 Balance Login Details'
theshop,0.000312,Other products,Digital items,Guides and tutorials,'♕ CASH IT At least $20 a day ♕'
grantyourwish,0.000416,Other products,Digital items,Guides and tutorials,'★★★ Facebook &amp; Instagram Password Hacker ★★★'
thecanadianreserve,0.010229,Drugs,Cannabis,Weed,'Blue Dream 14.5 Grams Indoor 'AAA''
cookdish,0.012908,Drugs,Pharmacy,ADHD,'Adderall (Amphetamine &amp; Dextroamphetamine) 30 caps per package'
noogz,0.077329,Drugs,Dissociatives,Ketamine,'40g High Quality S Ketamine (87%)'
lafamilia,0.033541,Drugs,Stimulants,Metamphetamine,'3.5 GRAMS OF HIGH PURITY CRYSTAL METH'
lawnmowerman,0.024946,Drugs,Cannabis,Weed,'1 ounce of Dream Lotus - Ship to USA'
drugs-queen,0.009272,Drugs,Stimulants,Cocaine,'1 gr PURE QUALITY COLOMBIAN COCAIN'
greenjack,0.015673,Drugs,Cannabis,Weed,'Critical Mass 20g/Outdoor/AAA/Free Shipping'
dope-central,0.071254,Drugs,Empathogens,Ecstasy,'200 x ORANGE OWLS 240+ MG'
holloboss,0.026167,Other products,Services,Money,' Quality Dollar Notes 10* $100=1000'
europa-drugs,0.004131,Drugs,Empathogens,MDMA,'5 gr.  84% MDMA Champaign Crystals'
amsterdamdrugs,0.148604,Drugs,Cannabis,Weed,'200 gr. Platinum OG Kush AAA+ Indoor'
qzfwrty,0.038518,Drugs,Stimulants,Cocaine,'!!!# 5 gr. high quality Pure Cocaine ****'
dr-overdose,0.062719,Drugs,Pharmacy,Pain,'544(Kpl) X Aitriptylin 75 mg Debot Pills'
tranquilandia02,0.103249,Drugs,Stimulants,Cocaine,'20 gram Pure Colombian Cocaine [NEW PRICES] '
bigralphexpress,0.03444,Drugs,Depressants,GHB / GBL,'283 Grams GHB Vacuum Sealed Excellent Quality'
chopper-read,0.013467,Drugs,Cannabis,Hash,'10g OG-Kush Cream hash eggs, AAAA+++!!!'
the-scurvy-crew,0.052736,Drugs,Cannabis,Hash,'!!!SALE!!!50G Hindu Kush (Indica) ~ FE PRICE ~'
meqd,0.01218,Drugs,Stimulants,Amphetamine,'Saksalaista piiskaa **TORNIO**'
RROR
bodega,0.021871,Drugs,Stimulants,Metamphetamine,'14 gram Meth Crystal Meth'
legalizewid,0.058614,Drugs,Cannabis,Weed,'PROMO [OFFER]!! Silver Haze | A+ | Sativa 250g FOR HALF PRICE!!!'
theshop,0.000156,Other products,Services,n/a,'♕ DIAMOND RAT || LOTS OF FEATURES ♕'
harrispowell,0.005747,Drugs,Stimulants,Cocaine,'1 GRAM OF ECUADORIAN FLAKE COCAINE 90%'
md,0.000103,Other products,Digital items,Identity data,'WASHINGTON LICENSE PSD SCANS TEMPLATES'
bugz-dw,0.014119,Drugs,Cannabis,Weed,'10g Weed du lapin !'
cerberus,0.005104,Other products,Classifieds,Replicas,'Abercrombie &amp; Fitch dark grey/Green #18 '
kvalitetsroyk123,0.022289,Drugs,Depressants,GHB / GBL,'GHB 200ml'
md,0.000521,Other products,Digital items,Guides and tutorials,'How to Make Amphetamine [WITH PHOTOS]'
herbamedicus2,0.011552,Other products,Body building,Anabolic steroids,'Zhengzhou Trenbolone acetate 100mg/ml'
stuff-highway,0.029302,Drugs,Empathogens,Ecstasy,'50 x HQ XTC Double Rolex  270 mg'
viking_king,0.143631,Drugs,Stimulants,Cocaine,'★ 7G EKSTREM POTENT KOKAIN OG 3G STANDARD KOKAIN ★'
theshop,0.001042,,Other products,Digital items,'♕ Paypal and CVV Cashout 2017 ♕ '
appleinc,0.004906,Drugs,Pharmacy,Benzos,'25 x 10mg Roche Diazepam (Loose)'
weedtastic,0.093973,Drugs,Cannabis,Concentrates,'Rick Simpson Oil 25 Gram'
thegermansonpoint,0.090746,Drugs,Stimulants,Metamphetamine,'10g Meth Amphetamin HEISENBERGS FINEST from Germany'
dope-mail-service,0.089365,Drugs,Opiates,Heroin,'14 gr. Afghan Heroin high quality! '
smart666tiger,0.005771,Other products,Digital items,Credit card data,'Custom Cards |BIN|LEVEL|BANK Usa Full Info + SSN + DOB + MMN 100%'
kerets,0.020653,Drugs,Cannabis,Hash,'25g High Hash Pollen from Morocco'
dr-overdose,0.012693,Drugs,Pharmacy,Pain,'Lyrica 150mg 14kpl'
lsd-shop,0.036285,Drugs,Psychedelics,LSD,'100X ⓁⓈⒹ HOFMANN UNIVERSITY '
doctor-lisa,0.019377,Drugs,Pharmacy,Benzos,'50x Pfizer Xanax 2mg *LIGHTNING FAST SHIPPING*'
homeofdrugs,0.005393,Drugs,Stimulants,Metamphetamine,'0.5 gram ICE CRYSTAL METH SHARDS'
highqualitytrip,0.003847,Drugs,Empathogens,Ecstasy,'10 X FC BARCA 180MG NET CONTENT MDMA BRAND NEW PILL!'
dutchprime1,0.012836,Drugs,Stimulants,Amphetamine,'DRY SPEED 25 GRAMS ☢ HIGHEST QUALITY SPEED ☢ &gt;74%'
amsterdaminc,0.021397,Drugs,Empathogens,MDMA,'Coca Cola MDMA 84%+, 50 Grams FE '
hollanpetters,0.052265,Other products,Self-defence,Guns and ammo,'Smith &amp; Wesson 629-6,44Mag'
europa-drugs,0.002308,Drugs,Empathogens,Ecstasy,'2 x XTC MDMA 220mg Domino Pills'
holloboss,0.035611,Other products,Services,Money,'Super Best Quality counterfeit Notes 10x$100= $1000 Promotion!!'
dreamdoc,0.118111,Other products,Services,Money,'Super Best Quality counterfeit Notes 200x$20= $4000 Promotion'
fasterndsaffer,0.053381,,Drugs,Opiates,'10 X Opana 40 MG ( CRUSHABES) Oxymorphone ER G74'
dope-store,0.00859,Drugs,Stimulants,Metamphetamine,'1 gr Pure CRYSTAL METH AAA+'
drugs-evil,0.005163,Drugs,Stimulants,Cocaine,'0.5 Gr COCAINE CRISTAL VERY STRONG 92% ORGINAIL TOP AAA+++'
dope-deal,0.022726,Drugs,Psychedelics,LSD,'50 x 200UG  Strawberry Blotter Hits'
theshop,0.001046,Other products,Digital items,Other digital,'★PORN ACCOUNT★ EXGF – Lifetime'
finnishfinest,0.076108,Drugs,Stimulants,Metamphetamine,'★★HOLIDAY SALE★★7g Topnotch Crystal Meth ,ICE ,100%Uncut!★★ '
herbamedicus2,0.01091,Other products,Body building,Anabolic steroids,'Spectrum Pharma Deca 250mg)ml  10ml'
medicsnl,0.008343,Drugs,Empathogens,Ecstasy,'25 x Grey Simcard 225 MG'
port-royal,0.008379,Drugs,Cannabis,Weed,'1/2 oz. sour diesel outdoor'
bathramme,0.00172,,Drugs,Pharmacy,'Duloxetin / Dulsevis 60mg by KRKA/ 10 pieces'
noogz,0.011924,Drugs,Empathogens,Ecstasy,'50 x Philipp Plein Ecstasy mdma pill 260+ MG'
appleinc,0.012526,,Drugs,Pharmacy,'Armodafinil (Waklert) 150mg - 100x'
stuff-highway,0.01123,Drugs,Cannabis,Weed,'10 grams  MIDNIGHT DREAM Weed indoor'
holloboss,0.026167,Other products,Services,Money,'Quality Dollar Notes 10X $100=1000'
luciphero,0.015187,Drugs,Cannabis,Weed,'14G TUNA KUSH - AAAA+ QUADRUPLE GRADE - BEST SMOKE OUT OF CANADA'
weed-420,0.009681,Drugs,Stimulants,Amphetamine,'25g ---&gt; *-* Green Amphetamin / Speed *-* &lt;---'
german-stuff,0.041926,Drugs,Cannabis,Weed,'50 gr  BUBBLE GUM WEED SWEET indoor'
marytane,0.021524,Drugs,Cannabis,Weed,'SUPER SALE - 28g - OG Kush - One Hitter Quitter - Express Shippin'
theshop,0.000208,Other products,Digital items,Guides and tutorials,'★ HOW TO PASS A DRUG TEST ★'
fast1egen,0.015979,Drugs,Pharmacy,Benzos,'120 x Etizolam 1 mg blotters'
pol1,0.004071,Drugs,Stimulants,Cocaine,'Lidocaine HCL or BASE ★★★ shipping form EU ★★★ 20 grams'
medicsnl,0.058403,Drugs,Dissociatives,Ketamine,'25GR - S-KETAMINE 83%'
theshop,0.001044,Other products,Digital items,Other digital,'★ STRONGVPN ACCOUNT [LIFETIME] ★ '
appleinc,0.006576,,Drugs,Pharmacy,'50 x 10mg Roche Diazepam (Loose)'
galaxystore,0.010269,Drugs,Stimulants,Metamphetamine,'⌛0.5g Crystal Meth | ICE ☯ GalaxyStore  ☯ FINLAND ONLY ⌛'
extramoney,0.066928,Drugs,Cannabis,Hash,'100 gr. Malana Charas Cream Hash'
sons-of-anarchi,0.007998,Drugs,Cannabis,Weed,'10g+2g free kritical kush indoor hidroponic--high thc---'
dhlindia,0.00628,Drugs,Stimulants,Cocaine,'SAMPLE ★500mg White Fluffy Peru Cocaine'
pharmshoppe,0.542779,Drugs,Empathogens,MDMA,'1000x Blue Tesla 220-230mg MDMA'
greenjack,0.018788,Drugs,Cannabis,Weed,'Durban 20g/Outdoor/AAA/Free Shipping'
cerberus,0.009479,Other products,Classifieds,Replicas,'Hugo Boss Black Tracksuit RRP £350 XXL '
theonlinesource,0.001043,Other products,Digital items,Erotica,'PUTALOCURA SPANISH PORN ACCOUNT (warranty+freebies)'
hollanpetters,0.04399,Other products,Self-defence,Guns and ammo,' 12 Gauge Boxlock - 1899, LONDON QUALITY FIT &amp; FINISH, AS NEW, GO'
theshop,0.000521,Other products,Digital items,Other digital,'CANAL PLUS PREMIUM ACCOUNT [LIFETIME+FREEBIE]'
hammerhome-123,0.009914,Drugs,Cannabis,Weed,'7g Incredible Bulk'
idealpills,0.1334,Drugs,Opiates,Codeine,'975x Codeine 15 MG Pills (Loose)'
thehappycrew,0.03594,Drugs,Cannabis,Weed,'35 gram Amnesia Haze AAA+++ INDOOR popcorn buds'
party-hits,0.042339,Drugs,Cannabis,Weed,'50 Gram Amnesia Haze Weed indoor AAA+'
elroyjetson2016,0.005741,Drugs,Cannabis,Concentrates,'THE CLEAR - Flavored Solventless Hash Oil Vape Cartirdges 85% THC'
tordrug,0.009495,,Drugs,Depressants,'8 PILL Percocet / 10 mg) Pressed'
stuff-highway,0.01759,Drugs,Cannabis,Hash,'20 gr. CULERO GREEN Hash high QUALITY '
mikamis-mb,0.005129,Drugs,Pharmacy,Sleep,'10x15mg.           MIDAZOLAM (FLORMIDAL) 15mg'
md,0.000103,Other products,Digital items,Erotica,'StripTease High Quality 720P [Fast Shipping]'
orangeone,0.003852,Other products,Production / distribution,Scales,'ESCROW-DIGITAL SCALE-DIAMOND SERIES A04 COMPACT'
md,0.052181,Other products,Services,Money,'1500$ PayPal Transfers for 500$ Bitcoin'
blue62,0.272701,Drugs,Stimulants,Metamphetamine,'14 GRAMS --BLUE62 IMPORTED METH--14/09/17'
doktorgreen,0.118896,Drugs,Cannabis,Weed,'100g Amnesia (Pure) Worldclass Medical Cannabis Quality AAA+++'
wonderlandshop,0.032731,Drugs,Psychedelics,LSD,'Liquid LSD 50drops 100mic '
orangeone,0.003463,Drugs,Stimulants,Amphetamine,'FREE SHIPPING 10 bars 2mg. XANAX ORIGINAL PFIZER 10-'
theshop,0.000208,Other products,Services,n/a,'ORIGIN ACCOUNT [LIFETIME+FREEBIE]'
herbamedicus2,0.036383,,Other products,Body building,'custom modernimessias'
hillii,0.000904,Drugs,Pharmacy,Pain,'Neurontin 300mg/4€ kpl.'
dreamdoc,0.038725,Other products,Services,Money,'Super Quality counterfeit Notes 100x$10= $1000 Promotion'
katkosajatus,0.0109,Drugs,Pharmacy,Benzos,'Dormicum 15mg 10kpl (Suomen Apteekista!)'
theshop,0.000208,,Drugs,Stimulants,'★ HOW TO PASS A DRUG TEST ★'
theshop,0.000208,,Other products,Services,'♕ WiFi Hack Tool ♕'
dreamdoc,0.118111,Other products,Services,Money,'Super Best Quality counterfeit Notes 40x$100= $4000 Promotion!!'
amsterdaminc,0.344968,Drugs,Opiates,Heroin,'Afghan Uncut Heroin, 100 Gram FE'
herbamedicus2,0.009627,,Other products,Body building,'Spectrum Pharma Stromba O 50mg/ml  (Winsu)'
thegermanguy2,0.00321,Drugs,Stimulants,Cocaine,'►★ 0.5 Grams ☆ Columbian Cocaine ★ 80% ☆ Pure Flakes ★ '
md,0.036527,Other products,Services,Money,'1000$ PayPal Transfers for 350$ Bitcoin'
theconnection,0.001045,Drugs,Empathogens,MDMA,'50 x Blue &quot;Laugh Now Cry Later&quot; pills 230mg MDMA'
qzfwrty,0.019259,Drugs,Opiates,Codeine,'Actavis promethazine with codeine purple cough syrup '
